3815950,2397860,303172,95507,64661,7679
3815950,1828680,170150,95507,45168,3859
3815950,1470210,118289,95507,34714,2577
3815950,1229240,90657,95507,28190,1935
3815950,1056140,73490,95507,23730,1548
